,distance_wheelchair,speed_wheelchair,acceleration_wheelchair,distance_tracker,speed_tracker,acceleration_tracker,danger_tracker,distance_drone,speed_drone,acceleration_drone,distance_range,speed_range,acceleration_range,wheelchair_data,drone_data,tracker_data,range_data
5.31,,0.0,0.0,1.8599,0.4483209126522602,0.016113295219370594,0.9833761018674502,,0.0,0.0,1.9544000000000001,0.5952959712352996,0.5726601618526176,False,False,True,False
5.32,,0.0,0.0,1.8599,0.4483209126522602,0.016113295219370594,0.9833761018674502,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,False,False
5.33,,0.0,0.0,1.8599,0.4483209126522602,0.016113295219370594,0.9833761018674502,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,False,False
5.34,,0.0,0.0,1.845,0.4471831662248903,-0.034146379178008716,0.9872307693070221,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,True,False
5.35,,0.0,0.0,1.845,0.4471831662248903,-0.034146379178008716,0.9872307693070221,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,False,False
5.36,,0.0,0.0,1.845,0.4471831662248903,-0.034146379178008716,0.9872307693070221,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,False,False
5.37,,0.0,0.0,1.8298,0.4583915571030398,0.33801524652990145,1.0222203475589358,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,True,False
5.38,,0.0,0.0,1.8298,0.4583915571030398,0.33801524652990145,1.0222203475589358,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,False,False
5.39,,0.0,0.0,1.8298,0.4583915571030398,0.33801524652990145,1.0222203475589358,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,False,False
5.4,,0.0,0.0,1.8298,0.4583915571030398,0.33801524652990145,1.0222203475589358,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,False,False
5.41,,0.0,0.0,1.8147,0.4480359055381307,-0.30726514743850114,1.003344880516885,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,True,False
5.42,,0.0,0.0,1.8147,0.4480359055381307,-0.30726514743850114,1.003344880516885,,0.0,0.0,1.8914000000000002,0.6145783126512415,0.188103315101186,False,False,False,False
5.43,,0.0,0.0,1.8147,0.4480359055381307,-0.30726514743850114,1.003344880516885,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,False,True
5.44,,0.0,0.0,1.7994,0.46048297621523177,0.37461857193156073,1.0422354445350184,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,True,False
5.45,,0.0,0.0,1.7994,0.46048297621523177,0.37461857193156073,1.0422354445350184,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,False,False
5.46,,0.0,0.0,1.7994,0.46048297621523177,0.37461857193156073,1.0422354445350184,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,False,False
5.47,,0.0,0.0,1.784,0.4631679242377643,0.08075206508329127,1.0568276945827242,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,True,False
5.48,,0.0,0.0,1.784,0.4631679242377643,0.08075206508329127,1.0568276945827242,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,False,False
5.49,,0.0,0.0,1.784,0.4631679242377643,0.08075206508329127,1.0568276945827242,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,False,False
5.5,,0.0,0.0,1.784,0.4631679242377643,0.08075206508329127,1.0568276945827242,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,False,False
5.51,,0.0,0.0,1.7687,0.4573048258870109,-0.17524334447383697,1.0496092575670788,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,False,False
5.52,,0.0,0.0,1.7687,0.4573048258870109,-0.17524334447383697,1.0496092575670788,,0.0,0.0,1.8297999999999999,0.5584644056546213,-0.5087275928543189,False,False,False,False
5.53,,0.0,0.0,1.7687,0.4573048258870109,-0.17524334447383697,1.0496092575670788,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,False,True
5.54,,0.0,0.0,1.7533,0.46257314663160626,0.15824569508390088,1.0712886599915352,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,True,False
5.55,,0.0,0.0,1.7533,0.46257314663160626,0.15824569508390088,1.0712886599915352,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,False,False
5.56,,0.0,0.0,1.7533,0.46257314663160626,0.15824569508390088,1.0712886599915352,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,False,False
5.57,,0.0,0.0,1.7379,0.46545794291284737,0.08719164563565658,1.087119279789051,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,True,False
5.58,,0.0,0.0,1.7379,0.46545794291284737,0.08719164563565658,1.087119279789051,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,False,False
5.59,,0.0,0.0,1.7379,0.46545794291284737,0.08719164563565658,1.087119279789051,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,False,False
5.6,,0.0,0.0,1.7379,0.46545794291284737,0.08719164563565658,1.087119279789051,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,False,False
5.61,,0.0,0.0,1.7226,0.45684340674041235,-0.257221833496974,1.072872527529648,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,True,False
5.62,,0.0,0.0,1.7226,0.45684340674041235,-0.257221833496974,1.072872527529648,,0.0,0.0,1.7612,0.6993450704776729,1.436212805679574,False,False,False,False
5.63,,0.0,0.0,1.7226,0.45684340674041235,-0.257221833496974,1.072872527529648,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,False,False
5.64,,0.0,0.0,1.7075,0.4498812075264447,-0.20742798605426765,1.0627385471450324,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,True,False
5.65,,0.0,0.0,1.7075,0.4498812075264447,-0.20742798605426765,1.0627385471450324,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,False,False
5.66,,0.0,0.0,1.7075,0.4498812075264447,-0.20742798605426765,1.0627385471450324,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,False,False
5.67,,0.0,0.0,1.6924,0.45545318013698116,0.16806441358310975,1.0860744327844323,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,True,False
5.68,,0.0,0.0,1.6924,0.45545318013698116,0.16806441358310975,1.0860744327844323,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,False,False
5.69,,0.0,0.0,1.6924,0.45545318013698116,0.16806441358310975,1.0860744327844323,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,False,False
5.7,,0.0,0.0,1.6924,0.45545318013698116,0.16806441358310975,1.0860744327844323,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,False,False
5.71,,0.0,0.0,1.6777,0.44574587415192635,-0.2943531695216669,1.068356362985468,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,True,False
5.72,,0.0,0.0,1.6777,0.44574587415192635,-0.2943531695216669,1.068356362985468,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,False,False
5.73,,0.0,0.0,1.6777,0.44574587415192635,-0.2943531695216669,1.068356362985468,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,False,False
5.74,,0.0,0.0,1.6628,0.4427372548721316,-0.08939784167058373,1.0687555636407613,,0.0,0.0,1.693,0.6871683858370267,-0.12268962946274774,False,False,True,False
5.75,,0.0,0.0,1.6628,0.4427372548721316,-0.08939784167058373,1.0687555636407613,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,True
5.76,,0.0,0.0,1.6628,0.4427372548721316,-0.08939784167058373,1.0687555636407613,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.77,,0.0,0.0,1.6481,0.4438680266219467,0.03414377041838483,1.0804561896026077,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.78,,0.0,0.0,1.6481,0.4438680266219467,0.03414377041838483,1.0804561896026077,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.79,,0.0,0.0,1.6481,0.4438680266219467,0.03414377041838483,1.0804561896026077,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.8,,0.0,0.0,1.6481,0.4438680266219467,0.03414377041838483,1.0804561896026077,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.81,,0.0,0.0,1.6336,0.434420587197612,-0.28304566774023127,1.0630312838021436,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,True,False
5.82,,0.0,0.0,1.6336,0.434420587197612,-0.28304566774023127,1.0630312838021436,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.83,,0.0,0.0,1.6336,0.434420587197612,-0.28304566774023127,1.0630312838021436,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.84,,0.0,0.0,1.6188,0.44210312999456697,0.2294916362737176,1.093320467129402,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,True,False
5.85,,0.0,0.0,1.6188,0.44210312999456697,0.2294916362737176,1.093320467129402,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.86,,0.0,0.0,1.6188,0.44210312999456697,0.2294916362737176,1.093320467129402,,0.0,0.0,1.6169999999999998,0.6434319549711429,-0.3702818054670488,False,False,False,False
5.87,,0.0,0.0,1.6041,0.44315892848873684,0.03182901560383285,1.1054848943430076,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,False,True
5.88,,0.0,0.0,1.6041,0.44315892848873684,0.03182901560383285,1.1054848943430076,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,False,False
5.89,,0.0,0.0,1.6041,0.44315892848873684,0.03182901560383285,1.1054848943430076,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,False,False
5.9,,0.0,0.0,1.6041,0.44315892848873684,0.03182901560383285,1.1054848943430076,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,False,False
5.91,,0.0,0.0,1.5895,0.4370177240021262,-0.18382295940891794,1.0974458198564798,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,True,False
5.92,,0.0,0.0,1.5895,0.4370177240021262,-0.18382295940891794,1.0974458198564798,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,False,False
5.93,,0.0,0.0,1.5895,0.4370177240021262,-0.18382295940891794,1.0974458198564798,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,False,False
5.94,,0.0,0.0,1.5747,0.44358551369599536,0.19684975440555655,1.1258133611098,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,True,False
5.95,,0.0,0.0,1.5747,0.44358551369599536,0.19684975440555655,1.1258133611098,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,False,False
5.96,,0.0,0.0,1.5747,0.44358551369599536,0.19684975440555655,1.1258133611098,,0.0,0.0,1.5444,0.5971148987240474,-0.38094496350110896,False,False,False,False
5.97,,0.0,0.0,1.5599,0.44338819523269246,-0.005911397116889231,1.13522748781052,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,True
5.98,,0.0,0.0,1.5599,0.44338819523269246,-0.005911397116889231,1.13522748781052,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,False
5.99,,0.0,0.0,1.5599,0.44338819523269246,-0.005911397116889231,1.13522748781052,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,False
6.0,,0.0,0.0,1.5599,0.44338819523269246,-0.005911397116889231,1.13522748781052,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,False
6.01,,0.0,0.0,1.545,0.44683299170102014,0.10330528266737937,1.1555560856439335,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,True,False
6.02,,0.0,0.0,1.545,0.44683299170102014,0.10330528266737937,1.1555560856439335,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,False
6.03,,0.0,0.0,1.545,0.44683299170102014,0.10330528266737937,1.1555560856439335,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,False
6.04,,0.0,0.0,1.5302,0.44291941835343307,-0.11712146154032253,1.154635538971002,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,True,False
6.05,,0.0,0.0,1.5302,0.44291941835343307,-0.11712146154032253,1.154635538971002,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,False
6.06,,0.0,0.0,1.5302,0.44291941835343307,-0.11712146154032253,1.154635538971002,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,False
6.07,,0.0,0.0,1.5155,0.4447722378857287,0.056060046923641665,1.17080128077777,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,True,False
6.08,,0.0,0.0,1.5155,0.4447722378857287,0.056060046923641665,1.17080128077777,,0.0,0.0,1.4742,0.6994377078784698,1.0194933204936647,False,False,False,False
6.09,,0.0,0.0,1.5155,0.4447722378857287,0.056060046923641665,1.17080128077777,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,False,False
6.1,,0.0,0.0,1.5155,0.4447722378857287,0.056060046923641665,1.17080128077777,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,False,False
6.11,,0.0,0.0,1.5007,0.4424042302453448,-0.07078490522696838,1.17478560359855,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,True,False
6.12,,0.0,0.0,1.5007,0.4424042302453448,-0.07078490522696838,1.17478560359855,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,False,False
6.13,,0.0,0.0,1.5007,0.4424042302453448,-0.07078490522696838,1.17478560359855,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,False,False
6.14,,0.0,0.0,1.4862,0.432506547850853,-0.2952284444252291,1.1559402560983083,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,True,False
6.15,,0.0,0.0,1.4862,0.432506547850853,-0.2952284444252291,1.1559402560983083,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,False,False
6.16,,0.0,0.0,1.4862,0.432506547850853,-0.2952284444252291,1.1559402560983083,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,False,False
6.17,,0.0,0.0,1.4718,0.42971405871613055,-0.08333137777793669,1.1584127494451175,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,True,False
6.18,1.8684959673346033,0.0,0.0,1.4718,0.42971405871613055,-0.08333137777793669,1.1584127494451175,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,True,False,False,False
6.19,1.8684959673346033,0.0,0.0,1.4718,0.42971405871613055,-0.08333137777793669,1.1584127494451175,,0.0,0.0,1.4103999999999999,0.5126365059415695,-1.5009579226742635,False,False,False,False
6.2,1.8684959673346033,0.0,0.0,1.4718,0.42971405871613055,-0.08333137777793669,1.1584127494451175,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,False,False,False,True
6.21,1.8684959673346033,0.0,0.0,1.4575,0.4311101635396739,0.042089159356384874,1.1738332658858739,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,False,False,True,False
6.22,1.816751670390273,1.2887575711166348,0.0,1.4575,0.4311101635396739,0.042089159356384874,1.1738332658858739,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,True,False,False,False
6.23,1.816751670390273,1.2887575711166348,0.0,1.4575,0.4311101635396739,0.042089159356384874,1.1738332658858739,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,False,False,False,False
6.24,1.816751670390273,1.2887575711166348,0.0,1.4434,0.42494618553838365,-0.18577013754544722,1.1659607948332051,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,False,False,True,False
6.25,1.7602082778508672,1.873421322728609,19.37134454981686,1.4434,0.42494618553838365,-0.18577013754544722,1.1659607948332051,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,True,False,False,False
6.26,1.7602082778508672,1.873421322728609,19.37134454981686,1.4434,0.42494618553838365,-0.18577013754544722,1.1659607948332051,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,False,False,False,False
6.27,1.7602082778508672,1.873421322728609,19.37134454981686,1.4293,0.421035079806744,-0.11678813573429214,1.1650874957506718,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,False,False,True,False
6.28,1.7067665871237647,1.7358340005050588,-4.468959509040455,1.4293,0.421035079806744,-0.11678813573429214,1.1650874957506718,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,True,False,False,False
6.29,1.7067665871237647,1.7358340005050588,-4.468959509040455,1.4293,0.421035079806744,-0.11678813573429214,1.1650874957506718,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,False,False,False,False
6.3,1.7067665871237647,1.7358340005050588,-4.468959509040455,1.4293,0.421035079806744,-0.11678813573429214,1.1650874957506718,,0.0,0.0,1.3528,0.5323238895132172,0.1819455659235786,False,False,False,False
6.31,1.7067665871237647,1.7358340005050588,-4.468959509040455,1.4152,0.4258200872079574,0.1445072531117314,1.1918555343000463,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,False,False,False,True
6.32,1.672757990722316,1.0249045633566407,-21.425019008633452,1.4152,0.4258200872079574,0.1445072531117314,1.1918555343000463,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,True,False,False,False
6.33,1.672757990722316,1.0249045633566407,-21.425019008633452,1.4152,0.4258200872079574,0.1445072531117314,1.1918555343000463,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,False,False,False,False
6.34,1.672757990722316,1.0249045633566407,-21.425019008633452,1.4014,0.41271734054037085,-0.39186454771163115,1.1616941902471327,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,False,False,True,False
6.35,1.660106546727224,0.34837936432599514,-18.629289975140097,1.4014,0.41271734054037085,-0.39186454771163115,1.1616941902471327,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,True,False,False,False
6.36,1.660106546727224,0.34837936432599514,-18.629289975140097,1.4014,0.41271734054037085,-0.39186454771163115,1.1616941902471327,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,False,False,False,False
6.37,1.660106546727224,0.34837936432599514,-18.629289975140097,1.3876,0.4135310227377405,0.024382813859548266,1.1760275687683017,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,False,False,True,False
6.38,1.65022172073432,0.3241052371640881,-0.7959039184310155,1.3876,0.4135310227377405,0.024382813859548266,1.1760275687683017,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,True,False,False,False
6.39,1.65022172073432,0.3241052371640881,-0.7959039184310155,1.3876,0.4135310227377405,0.024382813859548266,1.1760275687683017,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,False,False,False,False
6.4,1.65022172073432,0.3241052371640881,-0.7959039184310155,1.3876,0.4135310227377405,0.024382813859548266,1.1760275687683017,,0.0,0.0,1.31,0.41316876190852614,-1.150261134286979,False,False,False,False
6.41,1.65022172073432,0.3241052371640881,-0.7959039184310155,1.3735,0.4233229446079833,0.29398192904131165,1.220352177849704,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,True,False
6.42,1.65022172073432,0.3241052371640881,-0.7959039184310155,1.3735,0.4233229446079833,0.29398192904131165,1.220352177849704,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,False,False
6.43,1.6123249045635224,0.8997905323161195,13.6685935788602,1.3735,0.4233229446079833,0.29398192904131165,1.220352177849704,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,False,False
6.44,1.6123249045635224,0.8997905323161195,13.6685935788602,1.3598,0.4113865058499729,-0.35842991481387465,1.1935640242046452,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,True,False
6.45,1.5695609295032642,1.7413766322567965,34.2699285181928,1.3598,0.4113865058499729,-0.35842991481387465,1.1935640242046452,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,True,False,False,False
6.46,1.5695609295032642,1.7413766322567965,34.2699285181928,1.3598,0.4113865058499729,-0.35842991481387465,1.1935640242046452,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,False,False
6.47,1.5695609295032642,1.7413766322567965,34.2699285181928,1.3458,0.417557455905934,0.18405187184926788,1.2270190710574453,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,True,False
6.48,1.5695609295032642,1.7413766322567965,34.2699285181928,1.3458,0.417557455905934,0.18405187184926788,1.2270190710574453,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,False,False
6.49,1.5673908003494126,0.06208213354644447,-48.040544106654544,1.3458,0.417557455905934,0.18405187184926788,1.2270190710574453,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,False,False
6.5,1.5673908003494126,0.06208213354644447,-48.040544106654544,1.3458,0.417557455905934,0.18405187184926788,1.2270190710574453,,0.0,0.0,1.2696,0.39186850351859126,-0.20660644504512626,False,False,False,False
